term, docID
一把,"['1291554', '1292052', '1292262', '1293172', '1293173', '1293929', '1299080', '1299643', '1303485', '1304102', '1307394', '1418752', '1461964', '1498604', '1756584', '1760104', '3718447']"
火烧,"['1291585', '1293172', '1431947', '2334904', '3033864', '3072086']"
朝廷,"['1293172', '1293765', '1294833', '1296837', '1297863', '1307868', '1308722', '1394324', '1465829', '1947089', '2239286', '3813779']"
账本,['1293172']
大清,"['1292704', '1293172', '1306951']"
主人,"['1291574', '1291575', '1291836', '1292224', '1292233', '1292973', '1293124', '1293135', '1293172', '1295644', '1304447', '1305666', '1306808', '1307793', '1308748', '1308776', '1308807', '1309059', '1316572', '1483507', '1760104', '1786743', '1870436', '1875313', '1926007', '1927686', '1963067', '2146991', '2148394', '2212156', '3130180', '3732780']"
做,"['1291546', '1291836', '1291842', '1291851', '1291875', '1291992', '1292215', '1292216', '1292279', '1292343', '1292371', '1292656', '1293135', '1293172', '1293203', '1293359', '1293377', '1293825', '1293929', '1294007', '1294408', '1295374', '1297018', '1297052', '1297223', '1297862', '1297909', '1298112', '1298898', '1299362', '1300741', '1301509', '1301890', '1302425', '1302642', '1302987', '1303037', '1303173', '1303630', '1303815', '1304708', '1305355', '1306808', '1307542', '1307766', '1307849', '1307906', '1307914', '1307955', '1308076', '1308543', '1308817', '1308827', '1308854', '1309054', '1309184', '1315316', '1329562', '1393859', '1418070', '1418834', '1419297', '1419969', '1428577', '1431699', '1433577', '1439831', '1441238', '1465037', '1469441', '1482394', '1482911', '1483507', '1777612', '1781621', '1786743', '1787291', '1790577', '1792928', '1817169', '1835843', '1851857', '1863923', '1865561', '1866424', '1867345', '1872133', '1899125', '1947091', '1950148', '1966464', '1997685', '2037012', '2037796', '2085721', '2123510', '2190934', '2214140', '2257732', '2357162', '2361823', '2368641', '2978951', '3005496', '3007826', '3013580', '3041294', '3041806', '3158990', '3212120', '3264045', '3609075', '3734112', '3792799', '4305436', '4323732', '4822848', '5250583']"
日本,"['1291560', '1291561', '1291580', '1291583', '1291585', '1291588', '1291838', '1291858', '1291879', '1292219', '1292220', '1292289', '1292347', '1292371', '1292444', '1292895', '1293172', '1293318', '1293359', '1294114', '1294194', '1295399', '1295815', '1297052', '1297359', '1298346', '1299062', '1299383', '1299745', '1301948', '1302642', '1302795', '1303203', '1303907', '1304970', '1306319', '1306808', '1307394', '1307696', '1307762', '1307793', '1307811', '1308543', '1308807', '1308820', '1309059', '1315570', '1316572', '1323749', '1381964', '1388175', '1393479', '1394324', '1396313', '1418640', '1421823', '1422952', '1431683', '1436900', '1438760', '1439579', '1439831', '1451430', '1457573', '1457707', '1465037', '1483507', '1498604', '1498818', '1782004', '1782006', '1787277', '1787291', '1796053', '1800597', '1817253', '1827955', '1837856', '1845625', '1848925', '1850963', '1860528', '1865703', '1883755', '1915312', '1915393', '1915403', '1937946', '1949812', '1959877', '1978369', '1997685', '1998799', '2018131', '2032236', '2043546', '2081098', '2144242', '2147121', '2149804', '2149806', '2209368', '2249531', '2270390', '2279152', '2286642', '2294568', '2326212', '2326676', '2357701', '2357703', '2357707', '2357711', '2357719', '2369845', '2976111', '3003830', '3006302', '3011225', '3158990', '3387546', '3442220', '3541415', '3560787', '3734112', '3792816', '3908423', '4268598']"
人,"['1291548', '1291552', '1291554', '1291557', '1291561', '1291564', '1291571', '1291572', '1291580', '1291583', '1291822', '1291824', '1291828', '1291833', '1291841', '1291842', '1291851', '1291858', '1291875', '1291878', '1291879', '1292000', '1292001', '1292047', '1292052', '1292064', '1292211', '1292212', '1292213', '1292214', '1292217', '1292218', '1292219', '1292223', '1292225', '1292229', '1292267', '1292268', '1292270', '1292271', '1292272', '1292275', '1292286', '1292287', '1292328', '1292344', '1292348', '1292370', '1292396', '1292402', '1292434', '1292484', '1292553', '1292656', '1292679', '1292849', '1292950', '1293013', '1293088', '1293135', '1293172', '1293182', '1293234', '1293323', '1293359', '1293825', '1293867', '1293964', '1294007', '1294114', '1294362', '1294417', '1294671', '1295124', '1295229', '1295250', '1295253', '1295292', '1295340', '1295399', '1295409', '1295485', '1295815', '1295873', '1296078', '1296253', '1296717', '1296909', '1297052', '1297192', '1297223', '1297291', '1297478', '1297518', '1297544', '1297570', '1297574', '1297689', '1297756', '1297863', '1298128', '1298346', '1298744', '1298759', '1299059', '1299062', '1299131', '1299193', '1299288', '1299327', '1299362', '1299603', '1299624', '1299745', '1299769', '1300267', '1300275', '1300300', '1300303', '1300395', '1300555', '1300566', '1300616', '1300741', '1301106', '1301445', '1301459', '1301753', '1301890', '1301912', '1302467', '1302769', '1302827', '1303246', '1303590', '1303815', '1304056', '1304102', '1304641', '1304826', '1304972', '1305182', '1305224', '1305355', '1305466', '1305487', '1305666', '1305724', '1305903', '1306154', '1306526', '1306666', '1307106', '1307527', '1307542', '1307690', '1307697', '1307766', '1307781', '1307793', '1307868', '1307906', '1308111', '1308575', '1308599', '1308620', '1308699', '1308749', '1308751', '1308752', '1308755', '1308767', '1308817', '1308827', '1308831', '1308833', '1308843', '1308848', '1308865', '1308974', '1309045', '1309060', '1309163', '1309184', '1309199', '1309220', '1315574', '1322851', '1325958', '1329950', '1337286', '1366853', '1390020', '1390021', '1393859', '1394324', '1394819', '1400868', '1401524', '1408100', '1410556', '1412579', '1417598', '1418070', '1418189', '1418192', '1419297', '1419969', '1422920', '1428175', '1428577', '1431716', '1431946', '1431947', '1433360', '1433736', '1434184', '1436900', '1438760', '1451430', '1451911', '1455979', '1466007', '1467044', '1469441', '1471507', '1474405', '1477448', '1482077', '1484760', '1485260', '1509868', '1585236', '1607471', '1727557', '1759386', '1760027', '1760622', '1761854', '1766086', '1767042', '1777612', '1782004', '1783772', '1786742', '1786743', '1787277', '1787291', '1792928', '1793909', '1793912', '1794171', '1794435', '1796053', '1806543', '1820156', '1827955', '1837856', '1845625', '1848925', '1849031', '1851857', '1853621', '1855834', '1856299', '1858802', '1861411', '1863923', '1864810', '1865703', '1867335', '1890784', '1892531', '1900841', '1905462', '1907464', '1914652', '1914831', '1915312', '1915393', '1915403', '1917074', '1937502', '1945330', '1945549', '1947089', '1949812', '1959877', '1972698', '1978709', '1981242', '1997681', '2018131', '2027938', '2027945', '2032236', '2037796', '2044102', '2046839', '2055017', '2059225', '2063528', '2081098', '2085721', '2123510', '2129039', '2131459', '2132120', '2135981', '2138507', '2146991', '2147121', '2149804', '2154096', '2156663', '2156945', '2157131', '2181930', '2239286', '2249531', '2253613', '2257732', '2268359', '2279772', '2286642', '2326212', '2346881', '2353023', '2357701', '2357703', '2357707', '2357711', '2357719', '2369845', '2969282', '2976123', '2978951', '2998270', '3006772', '3007773', '3008247', '3011091', '3011102', '3018122', '3036997', '3041806', '3053521', '3077668', '3103678', '3126196', '3130180', '3148027', '3148748', '3155477', '3230459', '3244162', '3262939', '3268216', '3305873', '3312344', '3387546', '3442220', '3445526', '3543690', '3560787', '3596502', '3607666', '3626416', '3647523', '3683409', '3690289', '3718447', '3792799', '3792816', '3793023', '3804746', '3813779', '3901388', '3928370', '4004731', '4009651', '4057312', '4059245', '4062922', '4133814', '4145476', '4237879', '4249355', '4300525', '4709904', '4739952', '4888039']"
傀儡,"['1292279', '1293172', '1293234', '1793491']"
解放,"['1293172', '1296736', '1907464', '2181930', '3543690']"
解放后,['1293172']
坐,"['1291565', '1291868', '1293172', '1295485', '1297131', '1297763', '1301753', '1436870', '1727557', '2213597', '2326676', '3011225', '3230459']"
上,"['1291544', '1291548', '1291559', '1291561', '1291565', '1291571', '1291572', '1291574', '1291577', '1291580', '1291584', '1291828', '1291840', '1291844', '1291856', '1291858', '1291868', '1291870', '1291877', '1291879', '1291990', '1291999', '1292001', '1292047', '1292048', '1292049', '1292207', '1292212', '1292213', '1292214', '1292219', '1292220', '1292226', '1292260', '1292267', '1292270', '1292272', '1292279', '1292281', '1292286', '1292289', '1292396', '1292401', '1292402', '1292444', '1292450', '1292656', '1292659', '1292704', '1292722', '1292950', '1293013', '1293145', '1293167', '1293172', '1293173', '1293182', '1293317', '1293353', '1293377', '1293399', '1293475', '1293531', '1293537', '1293555', '1293607', '1293818', '1293825', '1293964', '1294007', '1294194', '1294262', '1294362', '1294417', '1294671', '1294950', '1295253', '1295292', '1295399', '1295485', '1295815', '1295865', '1295965', '1296253', '1296339', '1296736', '1296992', '1297018', '1297102', '1297747', '1297756', '1297909', '1298070', '1298112', '1298443', '1298624', '1298653', '1298909', '1299059', '1299624', '1299661', '1299769', '1300056', '1300108', '1300275', '1300498', '1300555', '1300618', '1300945', '1301106', '1301169', '1301174', '1301345', '1301459', '1301509', '1301726', '1301753', '1301912', '1301948', '1302100', '1302467', '1302827', '1303139', '1303173', '1303203', '1303394', '1303630', '1304022', '1304056', '1304141', '1304485', '1304608', '1304677', '1304826', '1304972', '1305034', '1305179', '1305265', '1305355', '1305666', '1306029', '1306123', '1306154', '1306526', '1306666', '1306730', '1306808', '1306939', '1307014', '1307323', '1307394', '1307527', '1307690', '1307762', '1307868', '1308111', '1308480', '1308520', '1308575', '1308722', '1308741', '1308747', '1308751', '1308752', '1308753', '1308767', '1308799', '1308817', '1308974', '1309004', '1309016', '1309020', '1309021', '1309052', '1309054', '1309069', '1309084', '1309163', '1309172', '1309184', '1309203', '1310185', '1315574', '1329562', '1381964', '1388175', '1390020', '1390021', '1393859', '1394324', '1394819', '1396313', '1401205', '1412579', '1418190', '1418192', '1418200', '1418834', '1419933', '1419936', '1421823', '1428577', '1428581', '1428878', '1431699', '1431716', '1431719', '1432146', '1433360', '1433673', '1434184', '1436870', '1436900', '1437342', '1438093', '1439890', '1440703', '1451911', '1461964', '1464368', '1465829', '1468155', '1470600', '1474405', '1484091', '1498831', '1499148', '1509868', '1578503', '1585146', '1607471', '1652587', '1759386', '1760622', '1763134', '1764730', '1766086', '1777612', '1781597', '1782142', '1783772', '1793491', '1793912', '1819388', '1820156', '1829230', '1829654', '1837856', '1851906', '1853621', '1858711', '1860377', '1861411', '1863941', '1865703', '1867335', '1867345', '1870044', '1872133', '1878360', '1885124', '1890157', '1891211', '1892510', '1899125', '1914831', '1915393', '1915403', '1937946', '1938312', '1945549', '1947089', '1947144', '1949312', '1949328', '1949812', '1950525', '1951318', '1959877', '1978709', '1994876', '1997685', '1998799', '2002683', '2003389', '2018131', '2051007', '2054024', '2078864', '2080133', '2124703', '2132120', '2132220', '2149806', '2154743', '2156663', '2190914', '2190934', '2213591', '2213597', '2249531', '2257732', '2268359', '2286642', '2297265', '2297275', '2334904', '2353023', '2354729', '2357703', '2357711', '2365260', '2368641', '2369549', '2369845', '2969282', '2978951', '2983389', '3006302', '3007773', '3007826', '3011049', '3011072', '3018122', '3036997', '3041294', '3066739', '3072086', '3073124', '3074503', '3078386', '3102668', '3111355', '3120852', '3158990', '3198015', '3230459', '3233761', '3264045', '3268216', '3279107', '3313801', '3319755', '3335371', '3338821', '3344570', '3420455', '3813779', '3897667', '3920977', '4023638', '4057312', '4074158', '4111416', '4190211', '4237879', '4300525', '4739952', '4896263', '5250583']"
苏联,"['1291859', '1292055', '1293172', '2326676']"
回来,"['1292219', '1292222', '1292226', '1293172', '1294963', '1295242', '1297763', '1299661', '1300374', '1301345', '1302769', '1305333', '1305713', '1306526', '1309045', '1315574', '1477894', '1498818', '1760104', '1849031', '1870044', '2123510', '2138507', '2147121', '3734350']"
火车,"['1291550', '1291990', '1292528', '1293172', '1296339', '1300353', '1300945', '1302467', '1308747', '1421823', '1829654', '1949312', '3011091', '4190211', '4237879']"
身边,"['1291555', '1291578', '1291937', '1292049', '1292275', '1293172', '1293323', '1293351', '1293708', '1296778', '1298525', '1298909', '1300064', '1301106', '1302827', '1303485', '1304337', '1304397', '1304585', '1306808', '1307696', '1307914', '1308819', '1308974', '1309027', '1309160', '1329962', '1412579', '1419581', '1428602', '1432146', '1432972', '1439831', '1450031', '1478926', '1585146', '1764796', '1796053', '1806555', '1851857', '1920796', '1927686', '1947549', '1962116', '2082013', '2138507', '2161696', '2277018', '2357701', '2978951', '2998270', '3006302', '3011049', '3036997', '3268216', '3387546', '3804470', '4888039']"
押送,"['1293172', '1300618', '1310185', '1428602']"
监视,"['1292973', '1293013', '1293172', '1297223', '1297544', '1394819', '3412882', '4190211']"
解放军,['1293172']
猜测,"['1293172', '1309199', '1459368']"
难逃,"['1293172', '1298759', '4097023']"
难逃一死,['1293172']
便,"['1291554', '1291588', '1291868', '1291875', '1292215', '1292229', '1292279', '1292289', '1292401', '1292950', '1293172', '1293173', '1293318', '1293399', '1294007', '1294417', '1294621', '1294833', '1294963', '1294990', '1296157', '1296339', '1297068', '1297223', '1297659', '1299131', '1299288', '1300616', '1300883', '1301912', '1302769', '1303010', '1303394', '1304530', '1304972', '1305065', '1306029', '1306249', '1307043', '1307811', '1307906', '1308575', '1308748', '1308749', '1308811', '1308827', '1308855', '1309021', '1315570', '1316572', '1329962', '1393479', '1396313', '1401533', '1422952', '1431947', '1441238', '1482072', '1485260', '1764730', '1796053', '1800597', '1828115', '1859036', '1866424', '1873750', '1914652', '1920796', '2037796', '2043546', '2054026', '2085721', '2132120', '2148257', '2153526', '2153527', '2213597', '2357707', '2976111', '2978224', '2978951', '2983389', '3005496', '3011051', '3011091', '3018123', '3077668', '3078386', '3103678', '3148748', '3312344', '3313801', '3319755', '3412882', '3642866', '3824672', '3897667', '4237879']"
